id,created_at,text
990734224670867456,2018-04-29 23:27:00,I'm at Sci-arc and just learned about desalination   Looking at a project by Ashley Morgan Hastings   But I can't t… https://t.co/jXpDbJj9GE
990699431774244864,2018-04-29 21:08:45,There's a silent majority of people that have been silenced for too long
990698030939582464,2018-04-29 21:03:11,we're being starved and anyone who starts asking unpopular questions gets demonized. Only free thinkers can change the world
990697283174858752,2018-04-29 21:00:13,we’re in this so-called information age but we're starving for wisdom
990696647226146816,2018-04-29 20:57:41,we're dying to be ourselves
990695668174831616,2018-04-29 20:53:48,Or we’re dying because we've lost our inner child
990695427262500865,2018-04-29 20:52:50,or at least we're dying to be kids
990695360086532096,2018-04-29 20:52:34,We’re all kids
990695290301657090,2018-04-29 20:52:18,What would you do today if you are not afraid of the consequences of failure?
990695088685703169,2018-04-29 20:51:30,what makes kids so important to learn from psychologically is that they are not afraid to fail
990694237917233152,2018-04-29 20:48:07,Art is the escape hatch from oppression
990693938930401280,2018-04-29 20:46:55,Art is the threat to authority
990687143218462720,2018-04-29 20:19:55,energy is contagious
990611593699385344,2018-04-29 15:19:43,We can shape our future. I'm an optimist at my core. I know there will be harmony
990471537886019584,2018-04-29 06:03:11,Remove worry
990464301386293248,2018-04-29 05:34:26,Happy birthday Trav https://t.co/Jdo82LtW7a
990427021661487105,2018-04-29 03:06:17,RT @alialexanderorg: Weigh the argument against LOVE. Kanye sees this and as a Lincoln-Douglas Debater so does @ali. It is about the value…
990419859698663424,2018-04-29 02:37:50,RT @alialexanderorg: .@Ali warned conservatives and republicans: let @KanyeWest be #KanyeWest. https://t.co/fVxOa6PpuJ
990405067676135425,2018-04-29 01:39:03,"https://t.co/szDOyewQLK    

I'm posting this but not as a diss to J Cole. I love J Cole. I also love where Purp took his flow"
990402139762573313,2018-04-29 01:27:25,inspired by Emma https://t.co/TiZMthLK92
990397560878645248,2018-04-29 01:09:13,my hero  Emma Gonzalez https://t.co/aSdFmraenU
990387301363535872,2018-04-29 00:28:27,Mood board https://t.co/huJXClpqtq
990343854200008704,2018-04-28 21:35:49,f the world changed to love the world 🗺 https://t.co/BtqdEghrLf
990336500058406912,2018-04-28 21:06:35,today is the best day ever and tomorrow's going to be even better
990330333798150144,2018-04-28 20:42:05,ye vs the people @  https://t.co/shjFIROujA https://t.co/8f8WZpO8WH
990322711422423040,2018-04-28 20:11:48,Trust your feelings. Stop thinking so much
990303291706785792,2018-04-28 18:54:38,lift yourself https://t.co/ggVztSeZeO
990278445992108032,2018-04-28 17:15:54,I've got a new challenge for everyone today. Pick somebody that you had an argument with that you think you hate ma… https://t.co/iIBFga66W3
990270145611251712,2018-04-28 16:42:55,https://t.co/qkvKK6A3Mm
990263790368256000,2018-04-28 16:17:40,https://t.co/QY2v1OgblE
990094756985253888,2018-04-28 05:05:59,Lead with love https://t.co/tj2a9LFYKZ
990082591540756480,2018-04-28 04:17:39,We got love. Agree to disagree https://t.co/kaTcPYH0zL
990024126860423168,2018-04-28 00:25:20,Lift Yourself  https://t.co/shjFIROujA
989916597195173888,2018-04-27 17:18:03,"I'm going to drop a song with a verse that will bring Ebro the closure he's been seeking 

The bars 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/QucTixF8g6"
989897228511670272,2018-04-27 16:01:05,I haven't done enough research on conservatives to call myself or be called one. I'm just refusing to be enslaved by monolithic thought.
989696422374129664,2018-04-27 02:43:09,https://t.co/CBfSpDahCP
989696401662656512,2018-04-27 02:43:04,https://t.co/ayEL4Fkftq
989696382389837826,2018-04-27 02:42:59,https://t.co/7PlBuFVc6G
989696353952387072,2018-04-27 02:42:53,https://t.co/Sd8YC2ZAcf
989696329612804096,2018-04-27 02:42:47,https://t.co/ZxLgpv8s19
989696303243214849,2018-04-27 02:42:41,https://t.co/5CE8Nmo7z9
989696244942450689,2018-04-27 02:42:27,https://t.co/86zXN9v580
989696222033260544,2018-04-27 02:42:21,https://t.co/BmbKLap9cy
989696191658049537,2018-04-27 02:42:14,https://t.co/rfoaaN0mmT
989696127237734400,2018-04-27 02:41:59,https://t.co/YIAyJvwtfx
989696092060073984,2018-04-27 02:41:50,https://t.co/tkJn2NvHSj
989696059352858625,2018-04-27 02:41:42,https://t.co/wQJo53QO4G
989696034698739712,2018-04-27 02:41:36,https://t.co/Szs0DASi52
989683459399471104,2018-04-27 01:51:38,https://t.co/X7glcr2ois
989644613559369729,2018-04-26 23:17:17,Artist transform tragedy into beauty
989627142014025729,2018-04-26 22:07:51,spread love. Put more love into the universe.
989571974018973697,2018-04-26 18:28:38,we are more worried about what we can lose than what we feel
989571189713518594,2018-04-26 18:25:31,it's really cool to say I hate you. But it's not cool to say I love you. Love has a stigma
989562129496731648,2018-04-26 17:49:31,"Instead of doing what you feel 
you just do what other people think you should do"
989562041324089344,2018-04-26 17:49:10,Your conscience should allow a physical manifestation of your subconscious but right now most peoples conscious is… https://t.co/MpCqvUdK9E
989560391305854976,2018-04-26 17:42:37,https://t.co/4G1jCIMtbM
989560355562049536,2018-04-26 17:42:28,https://t.co/OfOiRcAKYu
989560331260198913,2018-04-26 17:42:22,https://t.co/I8XYjhwh3n
989560300729847808,2018-04-26 17:42:15,https://t.co/O7eZVaHZUH
989560274154749952,2018-04-26 17:42:09,https://t.co/iiBRibK2iV
989560241183338496,2018-04-26 17:42:01,https://t.co/iuubn9O1yI
989560201391964161,2018-04-26 17:41:51,https://t.co/G515Z1JywY
989560168856760320,2018-04-26 17:41:44,https://t.co/IKjKbeBTul
989560132781596672,2018-04-26 17:41:35,https://t.co/v13ATNczjT
989560102024695808,2018-04-26 17:41:28,https://t.co/hxavRIJ3oX
989556813849739264,2018-04-26 17:28:24,try telling people you love them it actually feels weird at first. We're really good at hating each other. We have… https://t.co/bqNmzbhH1o
989555920186228736,2018-04-26 17:24:51,the concept of loving people has a stigma
989554923074240512,2018-04-26 17:20:53,my friend said he texted all his friends this morning and said I love you
989554444990738432,2018-04-26 17:18:59,John Legend new single on line now 😂
989554372043460608,2018-04-26 17:18:41,This is year one. We can't ad empathy to MAGA by hating. We can only ad empathy with love and time and truly hearing all sides
989554344457453568,2018-04-26 17:18:35,I really appreciate this dialogue with John Legend because I'm actually very empathetic. Im still the kid from the… https://t.co/ybUZfYAFBR
989551205780107264,2018-04-26 17:06:07,https://t.co/zxcloMEj9I
989549960436699136,2018-04-26 17:01:10,if you feel something don't let peer pressure manipulate you
989548514186178560,2018-04-26 16:55:25,I tweeted the John text to show that there are people around me that disagree with me and voice their opinion. I re… https://t.co/TRiNcu5i3f
989541974070837248,2018-04-26 16:29:26,https://t.co/L9a7OeywJ6
989533251059437569,2018-04-26 15:54:46,People usually don't agree with people who don't agree with them
989527826792464385,2018-04-26 15:33:13,https://t.co/D4AqbseBRp
989526297758978048,2018-04-26 15:27:08,The world is our family
989525041669787649,2018-04-26 15:22:09,just think of someone you hate and try saying even to yourself that you love that person.
989524525241982980,2018-04-26 15:20:05,Though hate is a similar emotion to love. Hate is not the answer.  Love is.
989281218653966336,2018-04-25 23:13:17,that's the last tweet of the day. I did that one for my god-brother Puff.  Now ima go watch the Cavs.
989279529196638208,2018-04-25 23:06:34,159 employees to go https://t.co/a0KEeWMLtt
989279164464119809,2018-04-25 23:05:07,https://t.co/tB8SlAjIfV
989275379889094658,2018-04-25 22:50:05,2 of my favorite people
989275262490624000,2018-04-25 22:49:37,caption this photo https://t.co/XjesMH9LMd
989275016008163329,2018-04-25 22:48:38,can't wait to meet https://t.co/i7ixzuFpZC
989272340432240641,2018-04-25 22:38:00,Obama was in office for eight years and nothing in Chicago changed.
989272266377609216,2018-04-25 22:37:42,Claudio will be awesome when me and Chance build new homes in Chicago
989269268708511745,2018-04-25 22:25:48,Claudio Silverstein is a free thinker
989268601851920384,2018-04-25 22:23:09,Love is the most powerful force in the universe
989268464392011776,2018-04-25 22:22:36,let's move in love not fear
989267539464044544,2018-04-25 22:18:55,https://t.co/WMufnBTw8q
989260457247567872,2018-04-25 21:50:47,https://t.co/qjjqHjTpNN
